"gene","modules","cell_type","module_name","name","merge_module"
"SRRT","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"SSNA1","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"STMP1","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"SUMO3","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TBRG4","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"THAP4","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TIAL1","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TM7SF3","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TMEM14C","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TMEM179B","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TOR3A","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TRAF7","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TRAPPC4","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TSNAX","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"TUBA4A","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"UCKL1","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"UNC50","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"UPF3B","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"UQCC3","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"UQCC5","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"USP5","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"VDAC2","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"VPS33A","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"VPS35","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"VRK3","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"ZFAND2B","5_46","CD4T","CD4T_11_1","CD4T_11_1: ribonucleoside triphosphate biosynthetic process","CD4T_2"
"ANAPC4","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ANKRD13C","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"APPBP2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ARHGEF3","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ARMC8","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ARNT","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ATF2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ATG16L2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ATL3","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"CBLB","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"CCAR1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"CLEC2D","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"COP1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"CUL1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"DIAPH1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"DOCK2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"DPP8","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ELMO1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"EMSY","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"EPS15L1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ETNK1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"FAF2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"FARS2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"FUT8","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"GALK2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"GOLM2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"GOSR2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"HDAC4","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"HEATR5B","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"HEXA","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"HUWE1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"KDM5C","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"LARP4","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"LINC00649","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"MICU1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"MORC3","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"MTAP","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"MTM1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"NBAS","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"NDUFS1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"NEK7","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"NSF","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"OSBPL9","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"PAFAH1B1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"PARN","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"PDCD6IP","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"PI4KA","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"PITPNB","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"PRKCH","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"PRR14L","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"R3HDM1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"RANBP9","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"RBL1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"RBM6","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"RMND5A","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"RNF4","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SBNO1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SCLT1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SEC23IP","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SFXN1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SLC30A9","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SLF2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SMG7","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SNX14","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SP4","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SPIDR","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SPTLC1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"SS18","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ST6GAL1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"STIM1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"TAF2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"TDRD3","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"TFCP2","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"THADA","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"TMEM33","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"TMX3","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"TPK1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"TRAPPC8","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"VTA1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"WDR7","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"XIAP","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"XPO1","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ZMYND11","5_47","CD4T","CD4T_11_2","CD4T_11_2: Cyclin A","CD4T_8"
"ADGRE5","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"AIMP1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ARID5A","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ARL4C","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ATF4","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"B3GNT2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"BRD2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"C9orf78","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"CD44","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"COQ10B","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"CREM","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"CSNK1D","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"CSRNP1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"CWC25","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"DCTN6","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"DNAAF2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"DNAJA1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"DNAJB6","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"DNAJB9","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"DUSP2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"DYNLT1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"EHD4","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"EIF1B","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"EIF5","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ELF1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ETF1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"FAM177A1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"FAM53C","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"FTH1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"G3BP2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"GABARAPL1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"GNL1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"GPR183","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"GTF2B","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"H3-3B","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"HERPUD1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"HERPUD2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"HEXIM1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"HMGCS1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ID2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"IDI1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"IDS","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"INSIG1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"IRF1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ISG20L2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"JMJD6","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"JOSD1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"KLF6","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"LENG1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"MAPK1IP1L","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"MCL1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"MED19","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"MED21","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"MIDN","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"MORF4L1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"MRFAP1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"MYADM","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"NANS","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"NEU1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"NFKB2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"NRBF2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"NUP98","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"P2RY10","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"PDE4D","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"PPP1R15B","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"PTP4A1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"PTS","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"RAB1A","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"RCHY1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"REL","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"RGCC","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"RHBDD2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"RIT1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"RNF139","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"SDCBP","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"SERTAD1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"SGK1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"SOCS1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"SPTY2D1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"SQSTM1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"SRGN","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"SYTL3","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"TBCC","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"TENT5C","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"TGIF1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"TIPARP","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"TOB1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"TOB2","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"TWF1","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"USP36","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ZC3H15","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ZFAND5","5_48","CD4T","CD4T_11_3","CD4T_11_3: HALLMARK_TNFA_SIGNALING_VIA_NFKB","CD4T_7"
"ANAPC1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"ARK2N","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"ATE1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"BLTP2","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"CCDC88C","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"CD2AP","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"CLASP2","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"DDX10","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"DHX9","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"ESYT2","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"FAM168B","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"FAM98B","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"FUBP1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"GFM1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"HAPSTR1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"ILF3","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"IPO9","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"KLC1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"KPNA6","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"LARP1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"LPIN2","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"LRRC58","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"LSM14A","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"LTN1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"MAPKAP1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"MNAT1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"NAA15","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"NUP88","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"OPA1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"OTUD4","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"PDS5A","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"PDS5B","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"RBM19","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"REV1","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
"RNF38","5_49","CD4T","CD4T_11_4","CD4T_11_4: chromosome, centromeric region","CD4T_8"
